906179497,0000179497,906,2024-09-25 16:30:28,E,Item and fac combination does not exist in Item Master,648
906691932,0000691932,906,2024-09-25 16:30:28,E,Item and fac combination does not exist in Item Master,648
906145060,0000145060,906,2024-09-25 16:30:28,E,Item and fac combination does not exist in Item Master,648
906065197,0000065197,906,2024-09-25 16:30:28,E,Item and fac combination does not exist in Item Master,648
256201395,0000201395,256,2024-09-25 16:30:28,E,Item and fac combination does not exist in Item Master,648
906065197,0000065197,906,2024-09-25 16:30:28,E,Item and fac combination does not exist in Item Master,648
256201395,0000201395,256,2024-09-25 16:30:28,E,Item and fac combination does not exist in Item Master,648
