creation_date,process_status,error_message,request_id
2024-09-25 16:30:28,E,Item and fac combination does not exist in Item Master,648
2024-09-25 16:30:28,E,Item and fac combination does not exist in Item Master,648
2024-09-25 16:30:28,E,Item and fac combination does not exist in Item Master,648
2024-09-25 16:30:28,E,Item and fac combination does not exist in Item Master,648
2024-09-25 16:30:28,E,Item and fac combination does not exist in Item Master,648
2024-09-25 16:30:28,E,Item and fac combination does not exist in Item Master,648
2024-09-25 16:30:28,E,Item and fac combination does not exist in Item Master,648
