fac_item_number,item_ssic,facility_code,creation_date,process_status,error_message,request_id
252708820,0000708820,252,2024-10-08 14:18:31.634701,E,Item and fac combination does not exist in Item Master,704
252808514,0000808514,252,2024-10-08 14:18:31.634701,E,Item and fac combination does not exist in Item Master,704
303431901,0000431901,303,2024-10-08 14:18:31.634701,E,Item and fac combination does not exist in Item Master,704
251633938,0000633938,251,2024-10-08 14:18:31.634701,E,Item and fac combination does not exist in Item Master,704
25133399,0000033399,251,2024-10-08 14:18:31.634701,E,Item and fac combination does not exist in Item Master,704
251809123,0000809123,251,2024-10-08 14:18:31.634701,E,Item and fac combination does not exist in Item Master,704
251808911,0000808911,251,2024-10-08 14:18:31.634701,E,Item and fac combination does not exist in Item Master,704
30531380,0000031380,305,2024-10-08 14:18:31.634701,E,Item and fac combination does not exist in Item Master,704
30532661,0000032661,305,2024-10-08 14:18:31.634701,E,Item and fac combination does not exist in Item Master,704
305839755,0000839755,305,2024-10-08 14:18:31.634701,E,Item and fac combination does not exist in Item Master,704
305668078,0000668078,305,2024-10-08 14:18:31.634701,E,Item and fac combination does not exist in Item Master,704
305375015,0000375015,305,2024-10-08 14:18:31.634701,E,Item and fac combination does not exist in Item Master,704
305404653,0000404653,305,2024-10-08 14:18:31.634701,E,Item and fac combination does not exist in Item Master,704
305771160,0000771160,305,2024-10-08 14:18:31.634701,E,Item and fac combination does not exist in Item Master,704
305495522,0000495522,305,2024-10-08 14:18:31.634701,E,Item and fac combination does not exist in Item Master,704
305128517,0000128517,305,2024-10-08 14:18:31.634701,E,Item and fac combination does not exist in Item Master,704
305702761,0000702761,305,2024-10-08 14:18:31.634701,E,Item and fac combination does not exist in Item Master,704
904146512,0000146512,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904161892,0000161892,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904723479,0000723479,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904723480,0000723480,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904328270,0000328270,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904417392,0000417392,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
90439537,0000039537,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
90435877,0000035877,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
90438767,0000038767,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904409784,0000409784,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250778523,0000778523,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250484975,0000484975,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
25035865,0000035865,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
25035866,0000035866,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
25035906,0000035906,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250177557,0000177557,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250761885,0000761885,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904146508,0000146508,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904626988,0000626988,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
90446545,0000046545,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
90435899,0000035899,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904417603,0000417603,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904634190,0000634190,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
90435865,0000035865,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
90435879,0000035879,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
90518011,0000018011,905,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250417389,0000417389,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250900227,0000900227,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250723479,0000723479,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250484976,0000484976,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
25035879,0000035879,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
25035876,0000035876,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
25035877,0000035877,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
251205889,0000205889,251,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904146514,0000146514,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904553061,0000553061,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904553062,0000553062,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904555118,0000555118,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
90435904,0000035904,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904723481,0000723481,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904863050,0000863050,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250764236,0000764236,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250800282,0000800282,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250848874,0000848874,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250723480,0000723480,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250108647,0000108647,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
25039929,0000039929,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250477896,0000477896,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250477910,0000477910,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250761883,0000761883,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
30374306,0000074306,303,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
30535862,0000035862,305,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904108647,0000108647,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
90439527,0000039527,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
90435872,0000035872,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
25085260,0000085260,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250800284,0000800284,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250912181,0000912181,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
25035878,0000035878,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
25035899,0000035899,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904161891,0000161891,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904723482,0000723482,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
90424847,0000024847,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904645217,0000645217,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904417399,0000417399,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904312288,0000312288,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904156081,0000156081,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
25085259,0000085259,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250417399,0000417399,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250417400,0000417400,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250847510,0000847510,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250361480,0000361480,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250396667,0000396667,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250565056,0000565056,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
25035875,0000035875,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
25046545,0000046545,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250761897,0000761897,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
30374297,0000074297,303,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
251205894,0000205894,251,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
251251086,0000251086,251,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
25142445,0000042445,251,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
90435909,0000035909,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
90435906,0000035906,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904176116,0000176116,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904216586,0000216586,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904628064,0000628064,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904417389,0000417389,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904417400,0000417400,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
90435866,0000035866,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250800281,0000800281,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250998852,0000998852,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250943428,0000943428,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250847509,0000847509,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
25072021,0000072021,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
25038767,0000038767,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250761896,0000761896,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250989771,0000989771,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
251179999,0000179999,251,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
30535752,0000035752,305,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
30535797,0000035797,305,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
305116718,0000116718,305,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904547095,0000547095,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904580102,0000580102,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250312288,0000312288,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250723481,0000723481,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250723482,0000723482,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250912181,0000912181,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
25035873,0000035873,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
25035902,0000035902,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
305248411,0000248411,305,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904445397,0000445397,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904176053,0000176053,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904726455,0000726455,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904726463,0000726463,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
904417602,0000417602,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
90435905,0000035905,904,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250328207,0000328207,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250336579,0000336579,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
25024847,0000024847,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
250484977,0000484977,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
25035905,0000035905,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
25046549,0000046549,250,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
30333739,0000033739,303,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
251547766,0000547766,251,2024-10-08 14:18:31.634701,E,Duplicate Record.Record already exists in CSPOMS,704
